id,name,outgoing_weight,incoming_weight,total_weight,size
1,House,18046,11874,29920,100.0
3,Tech House,6784,5124,11908,45.81589678454442
4,Deep House,5377,3721,9098,37.362791630456584
8,Progressive House,5701,3929,9630,38.96316598703122
15,Disco,7654,3341,10995,43.069389665084564
16,Trance,9065,4097,13162,49.58820776789892
20,Electro,14183,7056,21239,73.88562069657063
21,Downtempo,14897,5920,20817,72.61615081222007
22,Techno,9198,5256,14454,53.47483120529447
24,Breaks,4793,2889,7682,33.10314860619026
25,Minimal,4082,2488,6570,29.75800521425229
28,Funk,4541,1701,6242,28.771308242529578
32,Breakbeat,5487,2847,8334,35.064509659736615
40,Ambient,10295,4124,14419,53.36954341867772
42,Experimental,14548,3596,18144,64.57517213717495
45,UK Garage,1014,328,1342,14.031018116184237
47,Soul,6645,1799,8444,35.39541413196069
53,Progressive Trance,2924,2081,5005,25.05013704124607
61,Synth-pop,11726,4058,15784,57.47576709673107
74,Drum n Bass,3370,1663,5033,25.134367270539475
102,Jungle,767,467,1234,13.706130088909685
118,Hard Techno,217,76,293,10.875392740156428
232,Dubstep,136,70,206,10.613677384851929
2,Hard House,0,1058,1058,13.17668293335116
5,Garage House,0,1030,1030,13.092452704057758
6,Acid House,0,600,600,11.798917039909085
7,Euro House,0,2843,2843,18.546360050805536
9,Tribal House,0,1428,1428,14.289725249013973
11,Electro House,0,585,585,11.75379370278762
17,Latin,0,1225,1225,13.679056086636809
18,Italodance,0,689,689,12.066648840163113
19,Tribal,0,1246,1246,13.74222875860686
23,Abstract,0,3276,3276,19.848920382378502
26,Acid,0,816,816,12.448693094458186
29,Dub,0,1798,1798,15.402767564676783
31,Europop,0,1382,1382,14.15134701517481
34,Vocal,0,1020,1020,13.062370479310115
35,Jazzdance,0,373,373,11.116050538137575
37,Schlager,0,187,187,10.556521157831407
44,Future Jazz,0,1772,1772,15.324553780332911
46,Big Beat,0,797,797,12.391536867437662
49,Jazz-Funk,0,360,360,11.076943645965638
51,Dancehall,0,186,186,10.553512935356641
52,Speed Garage,0,119,119,10.35196202954743
54,Hip Hop,0,1491,1491,14.479243264924126
59,Hard Trance,0,1760,1760,15.288455110635738
60,Dub Techno,0,237,237,10.706932281569625
62,RnB/Swing,0,1270,1270,13.814426098001203
64,Broken Beat,0,740,740,12.220068186376094
67,Eurodance,0,486,486,11.455979677785948
68,Soundtrack,0,856,856,12.56902199344876
69,Ballad,0,1299,1299,13.90166454976937
71,Gospel,0,138,138,10.409118256567954
72,Hardstyle,0,381,381,11.140116317935691
81,Dance-pop,0,634,634,11.901196604051073
88,Pop Rap,0,805,805,12.415602647235778
89,Pop Rock,0,3256,3256,19.788755932883213
95,Industrial,0,2012,2012,16.046527174276356
97,IDM,0,2524,2524,17.586737081355704
98,Trip Hop,0,1529,1529,14.593555718965172
100,Grime,0,211,211,10.628718497225751
104,Alternative Rock,0,1829,1829,15.496022461394478
106,Leftfield,0,2167,2167,16.51280165786483
109,Reggae,0,245,245,10.730998061367739
110,Soft Rock,0,729,729,12.186977739153686
111,Modern Classical,0,858,858,12.57503843839829
113,Contemporary R&B,0,694,694,12.081689952536934
114,EBM,0,729,729,12.186977739153686
115,Happy Hardcore,0,240,240,10.715956948993917
122,Indie Rock,0,1527,1527,14.587539274015644
125,Hardcore,0,880,880,12.641219332843104
128,Acid Jazz,0,608,608,11.8229828197072
137,Hands Up,0,214,214,10.637743164650043
140,Rhythm & Blues,0,1105,1105,13.318069389665084
147,Cut-up/DJ,0,213,213,10.63473494217528
149,Ragga,0,83,83,10.243666020455914
152,Noise,0,995,995,12.987164917441007
156,Post Rock,0,529,529,11.585333244200815
161,Rock & Roll,0,346,346,11.034828531318938
166,Neo Soul,0,242,242,10.721973393943445
171,Glitch,0,751,751,12.253158633598503
176,Punk,0,769,769,12.307306638144262
189,Folk Rock,0,771,771,12.313323083093788
190,Breakcore,0,320,320,10.956614746975065
198,New Age,0,636,636,11.907213049000601
201,Progressive Breaks,0,166,166,10.493348485861354
202,New Wave,0,911,911,12.7344742295608
203,Psy-Trance,0,452,452,11.35370011364396
205,Avantgarde,0,685,685,12.054615950264054
214,Psychedelic Rock,0,510,510,11.528177017180294
224,Gangsta,0,219,219,10.652784277023866
248,Soul-Jazz,0,330,330,10.98669697172271
251,Drone,0,361,361,11.079951868440403
253,J-Core,0,41,41,10.11732067651581
269,Art Rock,0,411,411,11.230362992178621
278,Bassline,0,13,13,10.033090447222408
299,Freetekno,0,136,136,10.403101811618424
307,Schranz,0,80,80,10.23464135303162
319,Free Improvisation,0,193,193,10.574570492679992
