source_id,source_name,target_id,target_name,weight,year,percentage,width
27,house,46,minimal,104,2007,37.410071942446045,37.410071942446045
46,minimal,27,house,104,2007,23.214285714285715,23.214285714285715
46,minimal,50,tech house,307,2007,68.52678571428571,68.52678571428571
50,tech house,46,minimal,307,2007,69.61451247165533,69.61451247165533
27,house,35,disco,21,2007,7.553956834532374,7.553956834532374
35,disco,27,house,21,2007,47.72727272727273,47.72727272727273
15,experimental,42,techno,8,2007,80.0,80.0
42,techno,15,experimental,8,2007,6.722689075630252,6.722689075630252
28,pop,35,disco,2,2007,100.0,100.0
35,disco,28,pop,2,2007,4.545454545454546,4.545454545454546
47,electro,50,tech house,10,2007,21.73913043478261,21.73913043478261
50,tech house,47,electro,10,2007,2.2675736961451247,2.2675736961451247
3,hardcore,42,techno,4,2007,50.0,50.0
42,techno,3,hardcore,4,2007,3.361344537815126,3.361344537815126
14,deep house,27,house,37,2007,77.08333333333334,77.08333333333334
27,house,14,deep house,37,2007,13.309352517985612,13.309352517985612
42,techno,47,electro,6,2007,5.042016806722689,5.042016806722689
47,electro,42,techno,6,2007,13.043478260869565,13.043478260869565
42,techno,46,minimal,14,2007,11.76470588235294,11.76470588235294
46,minimal,42,techno,14,2007,3.125,3.125
27,house,50,tech house,62,2007,22.302158273381295,22.302158273381295
50,tech house,27,house,62,2007,14.058956916099774,14.058956916099774
35,disco,43,freestyle,7,2007,15.909090909090908,15.909090909090908
43,freestyle,35,disco,7,2007,100.0,100.0
42,techno,50,tech house,27,2007,22.689075630252102,22.689075630252102
50,tech house,42,techno,27,2007,6.122448979591836,6.122448979591836
14,deep house,46,minimal,3,2007,6.25,6.25
14,deep house,50,tech house,4,2007,8.333333333333332,8.333333333333332
42,techno,49,hardstyle,6,2007,5.042016806722689,5.042016806722689
49,hardstyle,42,techno,6,2007,17.142857142857142,17.142857142857142
27,house,42,techno,11,2007,3.9568345323741005,3.9568345323741005
42,techno,27,house,11,2007,9.243697478991598,9.243697478991598
21,progressive house,33,trance,33,2007,35.869565217391305,35.869565217391305
33,trance,21,progressive house,33,2007,26.400000000000002,26.400000000000002
14,deep house,35,disco,4,2007,8.333333333333332,8.333333333333332
35,disco,14,deep house,4,2007,9.090909090909092,9.090909090909092
15,experimental,26,idm,2,2007,20.0,20.0
26,idm,15,experimental,2,2007,25.0,25.0
26,idm,42,techno,4,2007,50.0,50.0
42,techno,26,idm,4,2007,3.361344537815126,3.361344537815126
42,techno,45,acid techno,3,2007,2.5210084033613445,2.5210084033613445
45,acid techno,42,techno,3,2007,60.0,60.0
8,ambient,24,chill out,2,2007,100.0,100.0
24,chill out,8,ambient,2,2007,33.33333333333333,33.33333333333333
33,trance,42,techno,10,2007,8.0,8.0
42,techno,33,trance,10,2007,8.403361344537815,8.403361344537815
22,dub,24,chill out,2,2007,50.0,50.0
24,chill out,22,dub,2,2007,33.33333333333333,33.33333333333333
33,trance,38,progressive trance,50,2007,40.0,40.0
38,progressive trance,33,trance,50,2007,100.0,100.0
21,progressive house,35,disco,2,2007,2.1739130434782608,2.1739130434782608
21,progressive house,47,electro,10,2007,10.869565217391305,10.869565217391305
31,soul,32,funk,7,2007,58.333333333333336,58.333333333333336
31,soul,35,disco,3,2007,25.0,25.0
32,funk,31,soul,7,2007,43.75,43.75
32,funk,35,disco,3,2007,18.75,18.75
35,disco,21,progressive house,2,2007,4.545454545454546,4.545454545454546
35,disco,31,soul,3,2007,6.8181818181818175,6.8181818181818175
35,disco,32,funk,3,2007,6.8181818181818175,6.8181818181818175
35,disco,47,electro,2,2007,4.545454545454546,4.545454545454546
47,electro,21,progressive house,10,2007,21.73913043478261,21.73913043478261
47,electro,35,disco,2,2007,4.3478260869565215,4.3478260869565215
7,breakbeat,27,house,2,2007,25.0,25.0
21,progressive house,27,house,23,2007,25.0,25.0
27,house,21,progressive house,23,2007,8.273381294964029,8.273381294964029
26,idm,30,dubstep,2,2007,25.0,25.0
30,dubstep,26,idm,2,2007,28.57142857142857,28.57142857142857
44,hard trance,49,hardstyle,16,2007,100.0,100.0
49,hardstyle,44,hard trance,16,2007,45.714285714285715,45.714285714285715
7,breakbeat,50,tech house,4,2007,50.0,50.0
27,house,47,electro,12,2007,4.316546762589928,4.316546762589928
47,electro,27,house,12,2007,26.08695652173913,26.08695652173913
7,breakbeat,22,dub,2,2007,25.0,25.0
22,dub,7,breakbeat,2,2007,50.0,50.0
21,progressive house,46,minimal,11,2007,11.956521739130435,11.956521739130435
46,minimal,21,progressive house,11,2007,2.455357142857143,2.455357142857143
47,electro,46,minimal,2,2007,4.3478260869565215,4.3478260869565215
21,progressive house,50,tech house,13,2007,14.130434782608695,14.130434782608695
50,tech house,21,progressive house,13,2007,2.947845804988662,2.947845804988662
2,hip hop,30,dubstep,2,2007,25.0,25.0
30,dubstep,2,hip hop,2,2007,28.57142857142857,28.57142857142857
6,dub techno,46,minimal,2,2007,50.0,50.0
6,dub techno,50,tech house,2,2007,50.0,50.0
1,deep tech house,42,techno,8,2007,61.53846153846154,61.53846153846154
42,techno,1,deep tech house,8,2007,6.722689075630252,6.722689075630252
50,tech house,53,breaks,6,2007,1.3605442176870748,1.3605442176870748
53,breaks,50,tech house,6,2007,75.0,75.0
3,hardcore,19,rave,2,2007,25.0,25.0
19,rave,3,hardcore,2,2007,100.0,100.0
18,psytrance,33,trance,4,2007,100.0,100.0
33,trance,18,psytrance,4,2007,3.2,3.2
2,hip hop,51,rock,2,2007,25.0,25.0
51,rock,2,hip hop,2,2007,33.33333333333333,33.33333333333333
25,jazz,32,funk,2,2007,100.0,100.0
32,funk,25,jazz,2,2007,12.5,12.5
32,funk,51,rock,2,2007,12.5,12.5
51,rock,32,funk,2,2007,33.33333333333333,33.33333333333333
2,hip hop,42,techno,2,2007,25.0,25.0
2,hip hop,47,electro,2,2007,25.0,25.0
42,techno,2,hip hop,2,2007,1.680672268907563,1.680672268907563
47,electro,2,hip hop,2,2007,4.3478260869565215,4.3478260869565215
23,italodance,33,trance,19,2007,65.51724137931035,65.51724137931035
33,trance,23,italodance,19,2007,15.2,15.2
45,acid techno,47,electro,2,2007,40.0,40.0
47,electro,45,acid techno,2,2007,4.3478260869565215,4.3478260869565215
1,deep tech house,46,minimal,5,2007,38.46153846153847,38.46153846153847
46,minimal,1,deep tech house,5,2007,1.1160714285714286,1.1160714285714286
33,trance,50,tech house,4,2007,3.2,3.2
42,techno,52,hard techno,9,2007,7.563025210084033,7.563025210084033
52,hard techno,42,techno,9,2007,100.0,100.0
30,dubstep,42,techno,3,2007,42.857142857142854,42.857142857142854
42,techno,30,dubstep,3,2007,2.5210084033613445,2.5210084033613445
33,trance,49,hardstyle,5,2007,4.0,4.0
49,hardstyle,33,trance,5,2007,14.285714285714285,14.285714285714285
23,italodance,42,techno,4,2007,13.793103448275861,13.793103448275861
23,italodance,49,hardstyle,6,2007,20.689655172413794,20.689655172413794
42,techno,23,italodance,4,2007,3.361344537815126,3.361344537815126
49,hardstyle,23,italodance,6,2007,17.142857142857142,17.142857142857142
31,soul,27,house,2,2007,16.666666666666664,16.666666666666664
32,funk,27,house,2,2007,12.5,12.5
20,acid house,50,tech house,2,2007,100.0,100.0
3,hardcore,49,hardstyle,2,2007,25.0,25.0
49,hardstyle,3,hardcore,2,2007,5.714285714285714,5.714285714285714
10,synth pop,41,ebm,2,2007,100.0,100.0
41,ebm,10,synth pop,2,2007,100.0,100.0
53,breaks,27,house,2,2007,25.0,25.0
24,chill out,51,rock,2,2007,33.33333333333333,33.33333333333333
51,rock,24,chill out,2,2007,33.33333333333333,33.33333333333333
