source_id,source_name,target_id,target_name,weight,year,percentage,width
27,house,50,tech house,704,2011,43.323076923076925,43.323076923076925
50,tech house,27,house,704,2011,50.17818959372773,50.17818959372773
42,techno,46,minimal,175,2011,24.682651622002822,24.682651622002822
46,minimal,42,techno,175,2011,32.34750462107209,32.34750462107209
22,dub,24,chill out,3,2011,7.894736842105263,7.894736842105263
24,chill out,22,dub,3,2011,4.411764705882353,4.411764705882353
33,trance,27,house,3,2011,1.477832512315271,1.477832512315271
2,hip hop,22,dub,3,2011,4.6875,4.6875
2,hip hop,24,chill out,2,2011,3.125,3.125
22,dub,2,hip hop,3,2011,7.894736842105263,7.894736842105263
24,chill out,2,hip hop,2,2011,2.941176470588235,2.941176470588235
24,chill out,51,rock,2,2011,2.941176470588235,2.941176470588235
51,rock,24,chill out,2,2011,28.57142857142857,28.57142857142857
24,chill out,31,soul,3,2011,4.411764705882353,4.411764705882353
24,chill out,32,funk,2,2011,2.941176470588235,2.941176470588235
24,chill out,35,disco,3,2011,4.411764705882353,4.411764705882353
31,soul,24,chill out,3,2011,1.89873417721519,1.89873417721519
31,soul,32,funk,80,2011,50.63291139240506,50.63291139240506
31,soul,35,disco,23,2011,14.556962025316455,14.556962025316455
32,funk,24,chill out,2,2011,1.282051282051282,1.282051282051282
32,funk,31,soul,80,2011,51.28205128205128,51.28205128205128
32,funk,35,disco,28,2011,17.94871794871795,17.94871794871795
35,disco,31,soul,23,2011,5.515587529976019,5.515587529976019
35,disco,32,funk,28,2011,6.71462829736211,6.71462829736211
2,hip hop,7,breakbeat,2,2011,3.125,3.125
7,breakbeat,2,hip hop,2,2011,9.523809523809524,9.523809523809524
42,techno,50,tech house,366,2011,51.62200282087447,51.62200282087447
50,tech house,42,techno,366,2011,26.08695652173913,26.08695652173913
10,synth pop,15,experimental,3,2011,14.285714285714285,14.285714285714285
15,experimental,10,synth pop,3,2011,10.0,10.0
14,deep house,27,house,289,2011,72.97979797979798,72.97979797979798
27,house,14,deep house,289,2011,17.784615384615385,17.784615384615385
27,house,35,disco,234,2011,14.399999999999999,14.399999999999999
35,disco,27,house,234,2011,56.11510791366906,56.11510791366906
2,hip hop,27,house,6,2011,9.375,9.375
27,house,42,techno,57,2011,3.5076923076923077,3.5076923076923077
42,techno,27,house,57,2011,8.039492242595205,8.039492242595205
27,house,46,minimal,110,2011,6.769230769230769,6.769230769230769
46,minimal,27,house,110,2011,20.33271719038817,20.33271719038817
22,dub,31,soul,3,2011,7.894736842105263,7.894736842105263
22,dub,32,funk,2,2011,5.263157894736842,5.263157894736842
31,soul,22,dub,3,2011,1.89873417721519,1.89873417721519
32,funk,22,dub,2,2011,1.282051282051282,1.282051282051282
14,deep house,42,techno,13,2011,3.2828282828282833,3.2828282828282833
42,techno,14,deep house,13,2011,1.8335684062059237,1.8335684062059237
33,trance,38,progressive trance,90,2011,44.33497536945813,44.33497536945813
38,progressive trance,33,trance,90,2011,95.74468085106383,95.74468085106383
8,ambient,27,house,4,2011,10.526315789473683,10.526315789473683
14,deep house,24,chill out,5,2011,1.2626262626262625,1.2626262626262625
24,chill out,14,deep house,5,2011,7.352941176470589,7.352941176470589
1,deep tech house,42,techno,2,2011,10.0,10.0
46,minimal,50,tech house,223,2011,41.21996303142329,41.21996303142329
50,tech house,46,minimal,223,2011,15.894511760513186,15.894511760513186
8,ambient,24,chill out,12,2011,31.57894736842105,31.57894736842105
24,chill out,8,ambient,12,2011,17.647058823529413,17.647058823529413
17,reggae,22,dub,8,2011,24.242424242424242,24.242424242424242
22,dub,17,reggae,8,2011,21.052631578947366,21.052631578947366
21,progressive house,30,dubstep,18,2011,7.627118644067797,7.627118644067797
30,dubstep,21,progressive house,18,2011,13.333333333333334,13.333333333333334
2,hip hop,25,jazz,5,2011,7.8125,7.8125
2,hip hop,31,soul,12,2011,18.75,18.75
2,hip hop,32,funk,9,2011,14.0625,14.0625
2,hip hop,35,disco,4,2011,6.25,6.25
25,jazz,2,hip hop,5,2011,11.904761904761903,11.904761904761903
25,jazz,31,soul,9,2011,21.428571428571427,21.428571428571427
25,jazz,32,funk,7,2011,16.666666666666664,16.666666666666664
25,jazz,35,disco,6,2011,14.285714285714285,14.285714285714285
31,soul,2,hip hop,12,2011,7.59493670886076,7.59493670886076
31,soul,25,jazz,9,2011,5.69620253164557,5.69620253164557
32,funk,2,hip hop,9,2011,5.769230769230769,5.769230769230769
32,funk,25,jazz,7,2011,4.487179487179487,4.487179487179487
35,disco,25,jazz,6,2011,1.4388489208633095,1.4388489208633095
2,hip hop,17,reggae,4,2011,6.25,6.25
2,hip hop,28,pop,2,2011,3.125,3.125
17,reggae,2,hip hop,4,2011,12.121212121212121,12.121212121212121
17,reggae,25,jazz,2,2011,6.0606060606060606,6.0606060606060606
22,dub,25,jazz,2,2011,5.263157894736842,5.263157894736842
25,jazz,17,reggae,2,2011,4.761904761904762,4.761904761904762
25,jazz,22,dub,2,2011,4.761904761904762,4.761904761904762
25,jazz,28,pop,2,2011,4.761904761904762,4.761904761904762
28,pop,2,hip hop,2,2011,2.2988505747126435,2.2988505747126435
28,pop,25,jazz,2,2011,2.2988505747126435,2.2988505747126435
23,italodance,33,trance,6,2011,66.66666666666666,66.66666666666666
33,trance,23,italodance,6,2011,2.955665024630542,2.955665024630542
14,deep house,50,tech house,19,2011,4.797979797979798,4.797979797979798
21,progressive house,50,tech house,35,2011,14.83050847457627,14.83050847457627
50,tech house,14,deep house,19,2011,1.35424091233072,1.35424091233072
50,tech house,21,progressive house,35,2011,2.4946543121881684,2.4946543121881684
45,acid techno,47,electro,2,2011,25.0,25.0
47,electro,45,acid techno,2,2011,2.7777777777777777,2.7777777777777777
47,electro,50,tech house,9,2011,12.5,12.5
42,techno,47,electro,18,2011,2.538787023977433,2.538787023977433
47,electro,42,techno,18,2011,25.0,25.0
24,chill out,26,idm,5,2011,7.352941176470589,7.352941176470589
