source_id,source_name,target_id,target_name,weight,year,percentage,width
21,progressive house,27,house,32,2003,19.631901840490798,19.631901840490798
27,house,21,progressive house,32,2003,17.77777777777778,17.77777777777778
47,electro,53,breaks,2,2003,4.081632653061225,4.081632653061225
53,breaks,47,electro,2,2003,5.405405405405405,5.405405405405405
42,techno,50,tech house,61,2003,47.286821705426355,47.286821705426355
50,tech house,42,techno,61,2003,29.04761904761905,29.04761904761905
27,house,33,trance,7,2003,3.888888888888889,3.888888888888889
27,house,50,tech house,43,2003,23.88888888888889,23.88888888888889
33,trance,27,house,7,2003,5.147058823529411,5.147058823529411
33,trance,50,tech house,11,2003,8.088235294117647,8.088235294117647
50,tech house,27,house,43,2003,20.476190476190474,20.476190476190474
50,tech house,33,trance,11,2003,5.238095238095238,5.238095238095238
8,ambient,40,downtempo,2,2003,100.0,100.0
40,downtempo,8,ambient,2,2003,33.33333333333333,33.33333333333333
14,deep house,27,house,38,2003,74.50980392156863,74.50980392156863
27,house,14,deep house,38,2003,21.11111111111111,21.11111111111111
27,house,35,disco,11,2003,6.111111111111111,6.111111111111111
27,house,47,electro,14,2003,7.777777777777778,7.777777777777778
35,disco,27,house,11,2003,84.61538461538461,84.61538461538461
47,electro,27,house,14,2003,28.57142857142857,28.57142857142857
27,house,46,minimal,17,2003,9.444444444444445,9.444444444444445
46,minimal,27,house,17,2003,26.5625,26.5625
26,idm,47,electro,2,2003,100.0,100.0
47,electro,26,idm,2,2003,4.081632653061225,4.081632653061225
22,dub,40,downtempo,2,2003,100.0,100.0
40,downtempo,22,dub,2,2003,33.33333333333333,33.33333333333333
5,drum and bass,12,jungle,4,2003,100.0,100.0
12,jungle,5,drum and bass,4,2003,100.0,100.0
42,techno,44,hard trance,5,2003,3.875968992248062,3.875968992248062
44,hard trance,42,techno,5,2003,7.246376811594203,7.246376811594203
42,techno,47,electro,12,2003,9.30232558139535,9.30232558139535
47,electro,42,techno,12,2003,24.489795918367346,24.489795918367346
47,electro,50,tech house,15,2003,30.612244897959183,30.612244897959183
50,tech house,47,electro,15,2003,7.142857142857142,7.142857142857142
27,house,42,techno,11,2003,6.111111111111111,6.111111111111111
