source_id,source_name,target_id,target_name,weight,year,percentage,width
21,progressive house,50,tech house,37,2004,19.786096256684495,19.786096256684495
50,tech house,21,progressive house,37,2004,18.592964824120603,18.592964824120603
42,techno,50,tech house,73,2004,51.40845070422535,51.40845070422535
50,tech house,42,techno,73,2004,36.68341708542713,36.68341708542713
47,electro,50,tech house,12,2004,35.294117647058826,35.294117647058826
50,tech house,47,electro,12,2004,6.030150753768844,6.030150753768844
42,techno,47,electro,12,2004,8.450704225352112,8.450704225352112
47,electro,42,techno,12,2004,35.294117647058826,35.294117647058826
47,electro,53,breaks,4,2004,11.76470588235294,11.76470588235294
53,breaks,47,electro,4,2004,7.017543859649122,7.017543859649122
21,progressive house,53,breaks,43,2004,22.994652406417114,22.994652406417114
53,breaks,21,progressive house,43,2004,75.43859649122807,75.43859649122807
44,hard trance,49,hardstyle,21,2004,63.63636363636363,63.63636363636363
49,hardstyle,44,hard trance,21,2004,84.0,84.0
2,hip hop,31,soul,3,2004,25.0,25.0
2,hip hop,32,funk,3,2004,25.0,25.0
2,hip hop,35,disco,3,2004,25.0,25.0
31,soul,2,hip hop,3,2004,21.428571428571427,21.428571428571427
31,soul,32,funk,8,2004,57.14285714285714,57.14285714285714
31,soul,35,disco,3,2004,21.428571428571427,21.428571428571427
32,funk,2,hip hop,3,2004,21.428571428571427,21.428571428571427
32,funk,31,soul,8,2004,57.14285714285714,57.14285714285714
32,funk,35,disco,3,2004,21.428571428571427,21.428571428571427
35,disco,2,hip hop,3,2004,12.5,12.5
35,disco,31,soul,3,2004,12.5,12.5
35,disco,32,funk,3,2004,12.5,12.5
46,minimal,50,tech house,32,2004,47.05882352941176,47.05882352941176
50,tech house,46,minimal,32,2004,16.08040201005025,16.08040201005025
42,techno,52,hard techno,17,2004,11.971830985915492,11.971830985915492
52,hard techno,42,techno,17,2004,89.47368421052632,89.47368421052632
24,chill out,40,downtempo,2,2004,50.0,50.0
40,downtempo,24,chill out,2,2004,40.0,40.0
27,house,35,disco,13,2004,8.552631578947368,8.552631578947368
35,disco,27,house,13,2004,54.166666666666664,54.166666666666664
14,deep house,27,house,24,2004,70.58823529411765,70.58823529411765
27,house,14,deep house,24,2004,15.789473684210526,15.789473684210526
8,ambient,24,chill out,2,2004,28.57142857142857,28.57142857142857
24,chill out,8,ambient,2,2004,50.0,50.0
8,ambient,40,downtempo,3,2004,42.857142857142854,42.857142857142854
40,downtempo,8,ambient,3,2004,60.0,60.0
14,deep house,50,tech house,4,2004,11.76470588235294,11.76470588235294
21,progressive house,27,house,25,2004,13.368983957219251,13.368983957219251
21,progressive house,42,techno,5,2004,2.6737967914438503,2.6737967914438503
27,house,21,progressive house,25,2004,16.447368421052634,16.447368421052634
27,house,42,techno,14,2004,9.210526315789473,9.210526315789473
27,house,50,tech house,38,2004,25.0,25.0
42,techno,21,progressive house,5,2004,3.5211267605633805,3.5211267605633805
42,techno,27,house,14,2004,9.859154929577464,9.859154929577464
50,tech house,14,deep house,4,2004,2.0100502512562812,2.0100502512562812
50,tech house,27,house,38,2004,19.09547738693467,19.09547738693467
27,house,47,electro,4,2004,2.631578947368421,2.631578947368421
47,electro,27,house,4,2004,11.76470588235294,11.76470588235294
2,hip hop,27,house,3,2004,25.0,25.0
27,house,2,hip hop,3,2004,1.9736842105263157,1.9736842105263157
33,trance,53,breaks,3,2004,2.586206896551724,2.586206896551724
45,acid techno,53,breaks,2,2004,100.0,100.0
53,breaks,33,trance,3,2004,5.263157894736842,5.263157894736842
53,breaks,45,acid techno,2,2004,3.508771929824561,3.508771929824561
27,house,46,minimal,16,2004,10.526315789473683,10.526315789473683
46,minimal,27,house,16,2004,23.52941176470588,23.52941176470588
6,dub techno,46,minimal,2,2004,50.0,50.0
46,minimal,6,dub techno,2,2004,2.941176470588235,2.941176470588235
21,progressive house,33,trance,70,2004,37.4331550802139,37.4331550802139
33,trance,21,progressive house,70,2004,60.3448275862069,60.3448275862069
27,house,53,breaks,5,2004,3.289473684210526,3.289473684210526
53,breaks,27,house,5,2004,8.771929824561402,8.771929824561402
15,experimental,46,minimal,2,2004,16.666666666666664,16.666666666666664
15,experimental,52,hard techno,2,2004,16.666666666666664,16.666666666666664
46,minimal,15,experimental,2,2004,2.941176470588235,2.941176470588235
52,hard techno,15,experimental,2,2004,10.526315789473683,10.526315789473683
27,house,33,trance,4,2004,2.631578947368421,2.631578947368421
33,trance,27,house,4,2004,3.4482758620689653,3.4482758620689653
42,techno,46,minimal,12,2004,8.450704225352112,8.450704225352112
46,minimal,42,techno,12,2004,17.647058823529413,17.647058823529413
33,trance,42,techno,6,2004,5.172413793103448,5.172413793103448
42,techno,33,trance,6,2004,4.225352112676056,4.225352112676056
14,deep house,46,minimal,4,2004,11.76470588235294,11.76470588235294
46,minimal,14,deep house,4,2004,5.88235294117647,5.88235294117647
8,ambient,15,experimental,2,2004,28.57142857142857,28.57142857142857
15,experimental,8,ambient,2,2004,16.666666666666664,16.666666666666664
3,hardcore,49,hardstyle,2,2004,100.0,100.0
49,hardstyle,3,hardcore,2,2004,8.0,8.0
33,trance,38,progressive trance,17,2004,14.655172413793101,14.655172413793101
38,progressive trance,33,trance,17,2004,89.47368421052632,89.47368421052632
18,psytrance,33,trance,2,2004,100.0,100.0
33,trance,18,psytrance,2,2004,1.7241379310344827,1.7241379310344827
7,breakbeat,50,tech house,3,2004,27.27272727272727,27.27272727272727
50,tech house,7,breakbeat,3,2004,1.507537688442211,1.507537688442211
5,drum and bass,7,breakbeat,2,2004,40.0,40.0
7,breakbeat,5,drum and bass,2,2004,18.181818181818183,18.181818181818183
33,trance,44,hard trance,12,2004,10.344827586206897,10.344827586206897
44,hard trance,33,trance,12,2004,36.36363636363637,36.36363636363637
5,drum and bass,12,jungle,3,2004,60.0,60.0
12,jungle,5,drum and bass,3,2004,100.0,100.0
10,synth pop,35,disco,2,2004,100.0,100.0
35,disco,10,synth pop,2,2004,8.333333333333332,8.333333333333332
7,breakbeat,27,house,3,2004,27.27272727272727,27.27272727272727
27,house,7,breakbeat,3,2004,1.9736842105263157,1.9736842105263157
